# BEGIN DUMP Mon Nov 19 13:47:33 2001
BC,1567,,,EVENTS,"Egypt: End of [[Egypt--Fifteenth Dynasty|Fifteenth Dynasty]], end of [[Egypt--Sixteenth Dynasty|Sixteenth Dynasty]], end of [[Egypt--Seventeenth Dynasty|Seventeenth Dynasty]], start of [[Egypt--Eighteenth Dynasty|Eighteenth Dynasty]]"
AD,1568,2,11,BIRTHS,"[[Honore dUrfe|Honore d'Urfe]] French writer."
AD,1571,,,BIRTHS,"[[Johannes Kepler]], German astronomer"
AD,1572,,,DEATHS,"[[Humanism|Humanistic]] scholar [[Pierre de la Ramee|Pierre de la Ramée]] who was first to make a distinction between [[I]] and [[J]].  "
AD,1572,,,EVENTS,"Ending of the [[Japan/Muromachi|Muromachi]] period in [[Japan]]"
AD,1572,,,EVENTS,"[[Union of Utrecht]], Northern provinces of the [[Low Countries]] unite against the [[Spain|Spaniards]]; informal beginning of [[The Netherlands]]"
AD,1573,,,,"Beginning of the [[Japan/Azuchi-Momoyama|Azuchi-Momoyama]] period in [[Japan]]"
AD,1574,,,EVENTS,"Change of [[Ottoman Emperor|emperor]] of the [[Ottoman Empire]] from [[Selim II]] ([[1566]]-[[1574]]) to [[Murat III]] ([[1574]]-[[1595]]) "
AD,1582,,,EVENTS,"[[Pope Gregory XIII]] implements the [[Gregorian calendar]]. [[October 4]] of this year is followed directly by [[October 15]], skipping over 10 days."
AD,1585,,,BIRTHS,"[[Hendrick Avercamp]] - Dutch painter of winter scenes"
AD,1588,,,BIRTHS,"[[Johann Heinrich Alsted]], German theologian"
AD,1592,,,DEATHS,"[[John III Vasa]] of [[Sweden]]"
AD,1593,,,DEATHS,"[[Christopher Marlowe]], British playwright"
AD,1594,12,9,BIRTHS,"[[Gustav II Adolf]], King of Sweden, also known as Gustavus Adolphus"
AD,1595,,,,"Change of [[Ottoman Emperor|emperor]] of the [[Ottoman Empire]] from [[Murat III]] ([[1574]]-[[1595]]) to [[Mehmed III]] ([[1595]]-[[1603]]) "
AD,1596,,,BIRTHS,"[[Rene Descartes|René Descartes]], philosopher."
AD,1597,,,,"The first [[opera]] is considered to have been written."
AD,1598,,,BIRTHS,"[[Gian Lorenzo Bernini]], sculptor"
AD,1600,2,17,EVENTS,"[[Giordano Bruno]] is burned at the stake."
AD,1600,10,8,EVENTS,"[[San Marino]] gains its written constitution."
AD,1600,,,EVENTS,"[[Girolamo Aleandro]] the Younger's ''Gaii, veteris juris consulti Institutionum fragmenta, cum commentario'' is published."
AD,1600,,,EVENTS,"[[Fabritio Caroso]]'s ''Nobiltà de dame'' is published."
AD,1601,,,BIRTHS,"[[Pierre de Fermat]], French mathematician"
AD,1601,,,DEATHS,"[[Tycho Brahe]], Danish astronomer"
AD,1601,,,DEATHS,"[[Scipione Ammirato]], Italian historian"
AD,1602,,,EVENTS,"[[The Netherlands]] begins establishing itself as ruler of [[Indonesia]]."
AD,1602,,,BIRTHS,"[[Alessandro Algardi]], Italian sculptor"
AD,1603,,,EVENTS,"Change of [[Ottoman Emperor|emperor]] of the [[Ottoman Empire]] from [[Mehmed III]] ([[1595]]-[[1603]]) to [[Ahmed I]] ([[1603]]-[[1617]]) "
AD,1603,,,EVENTS,"James VI of [[Scotland]] succeeded his cousin [[Elizabeth I]] as king of [[England]] (taking the name [[James I]])."
AD,1603,,,EVENTS,"[[Johann Bayer]]'s ''Uranometria'', an atlas of the southern sky, is published."
AD,1603,,,EVENTS,"End of [[Azuchi-Momoyama]] period in [[Japan]], beginning of [[Edo]] period."
AD,1603,,,DEATHS,"[[Elizabeth I]], English queen."
BC,1603,,,EVENTS,"Egypt: End of [[Egypt--Fourteenth Dynasty|Fourteenth Dynasty]]"
AD,1604,,,EVENTS,"The [[Sikhism|Sikh]] Holy Scripture is compiled and edited by [[Guru Arjun]]."
AD,1604,,,EVENTS,"[[Luis Vaez de Torres]] is the first European to sail through the [[Torres Strait]]."
AD,1604,,,EVENTS,"[[France]] begins settling [[French Guiana]]."
AD,1605,11,5,EVENTS,"[[Guy Fawkes]] tries to blow up the English [[Parliament]] as part of the [[Gunpowder Plot]]."
AD,1605,,,EVENTS,"[[Miguel Cervantes]]' ''[[Don Quixote]]'' is published."
AD,1605,,,EVENTS,"[[Pope Leo XI]] is elected, but dies before the year is out."
AD,1605,,,EVENTS,"[[Pope Paul V]] is elected."
AD,1605,10,15,DEATHS,"[[Jellaladin Mahommed Akbar]], Mogul emperor"
AD,1605,,,DEATHS,"[[Pope Clement VIII|Clement VIII]], pope."
AD,1605,,,DEATHS,"[[Pope Leo XI|Leo XI]], pope."
AD,1606,,,EVENTS,"The peace of Sitvatorok abolishes [[Austria]]'s annual tribute to the [[Ottoman Empire]]."
AD,1607,,,EVENTS,"''[[God Save the King]]'' is first sung."
AD,1607,,,EVENTS,"The [[Jamestown]] settlement begins in [[Virginia]]."
AD,1607,,,EVENTS,"Rule of [[Andorra]] is passed jointly to the king of [[France]] and the Bishop of Urgel."
AD,1608,8,24,EVENTS,"The first official English representative to [[India]] lands at [[Surat]]."
AD,1608,,,EVENTS,"Telescope [[invent]]ed by [[Hans Lippershey]]"
AD,1609,7,6,EVENTS,"[[Bohemia]] is granted freedom of religion."
AD,1609,8,28,EVENTS,"[[Henry Hudson]] is the first European to see [[Delaware Bay]]."
AD,1609,,,EVENTS,"[[Samuel de Champlain]] claims the [[Lake Champlain]] area of [[Vermont]] for [[France]]."
AD,1609,,,EVENTS,"[[Galileo Galilei]] is the first to perform observational astronomy with a [[telescope]]."
AD,1609,,,EVENTS,"The first published [[round]]s in English are published by [[Thomas Ravenscroft]]."
AD,1609,,,EVENTS,"[[Johannes Kepler]] publishes his first two [[laws of Kepler|laws of planetary motion]]."
AD,1609,,,EVENTS,"[[Claudio Monteverdi]] publishes his first [[opera]], ''Orfeo''."
AD,1609,,,EVENTS,"The [[Rheims bible]] is published in [[England]]."
AD,1609,,,EVENTS,"[[Bermuda]] is first settled, by English shipwreck victims en route to [[Virginia]]."
AD,161,,,EVENTS,"[[Roman Emperors|Roman emperor]] [[Antoninus Pius]] succeeded by [[Marcus Aurelius]]"
AD,1610,,,EVENTS,"January: [[Galileo Galilei]] discovers the [[Galilean moon]]s."
AD,1610,,,EVENTS,"[[Johannes Fabricius]] is the first to observe sunspots telescopically."
AD,1610,,,BIRTHS,"[[Pope Alexander VIII|Alexander VIII]], [[pope]] (born Pietro Ottoboni)"
AD,1611,,,EVENTS,"[[Gustav II Adolf]] becomes king of Sweden"
AD,1611,,,EVENTS,"[[King James Version]] of the [[Bible]] first published in [[England]]"
AD,1612,,,EVENTS,"[[Francesco Andreini]]'s ''The Penitent Magdalene'' is published."
AD,1612,11,23,DEATHS,"[[Prospero Alpini]], [[Italian]] physician and botanist."
AD,1612,,,DEATHS,"[[John Napier]], [[Scottish]] [[mathematician]]."
AD,1612,,,DEATHS,"[[Ahmed I]], [[Ottoman]] emperor."
AD,1613,,,EVENTS,"[[Francesco Andreini]]'s ''L'Adamo'' is published."
AD,1614,,,EVENTS,"The French [[Estates General]] meets for the last time before the beginning of the [[French Revolution]]."
AD,1614,,,EVENTS,"[[John Napier]] publishes a paper outlining his discovery of [[logarithm]]s."
AD,1614,,,EVENTS,"The University of [[Groningen]] is established."
AD,1615,,,EVENTS,"The second volume of [[Miguel Cervantes]]' ''[[Don Quixote]]'' is published."
AD,1616,,,EVENTS,"[[Nicolaus Copernicus]]' ''De revolutionibus'' is placed on the [[Index of Forbidden Books]] by the [[Roman Catholic Church]]"
AD,1616,4,23,DEATHS,"[[William Shakespeare]], English playwright and poet."
AD,1616,4,23,DEATHS,"[[Miguel Cervantes]], Spanish author."
AD,1617,2,6,DEATHS,"[[Prospero Alpini]], Italian physician and botanist."
AD,1617,,,DEATHS,"[[John Napier]], Scottish mathematician."
AD,1617,,,EVENTS,"Change of emperor of the [[Ottoman Empire]] from [[Ahmed I]] ([[1603]]-[[1617]]) to [[Mustafa I]] ([[1617]]-[[1623]])."
AD,1617,,,EVENTS,"[[Francesco Andreini]]'s ''The Penitent Magdalene'' is published."
AD,1618,,,EVENTS,"Start of the [[Thirty Years War]]."
AD,1618,,,EVENTS,"The margraves of [[Brandenburg]] inherit [[Prussia]]."
AD,1618,,,EVENTS,"King [[John Casimir]] of [[Poland]] abdicates."
AD,1618,,,EVENTS,"Change of [[Ottoman Emperor|emperor]] of the [[Ottoman Empire]] from [[Mustafa I]] ([[1617]]-[[1623]]) to [[Osman II]] ([[1618]]-[[1622]])."
AD,1618,,,EVENTS,"Change of [[Ottoman Emperor|emperor]] of the [[Ottoman Empire]] from [[Osman II]] ([[1618]]-[[1622]]) to [[Murat IV]] ([[1623]]-[[1640]])."
AD,1619,,,EVENTS,"[[slavery|Slaves]] are first brought to the [[United States]]."
AD,1619,,,EVENTS,"[[Ferdinand II]] of [[Spain]] elected as [[Holy Roman Empire|Holy Roman Emperor]]."
AD,1619,,,EVENTS,"[[England]] establishes its first outpost in [[India]]."
AD,1620,,,EVENTS,"English emigrants on the ''[[Mayflower]]'' leave [[Plymouth, England]] for the future [[New England]]."
AD,1620,,,EVENTS,"The [[Battle of White Mountain]]"
AD,1620,,,EVENTS,"Two officers of the [[East India Company]] attempt to claim the Table Mountain region (in present-day [[South Africa]]) for [[England]], but fail."
AD,1621,2,9,EVENTS,"[[Pope Gregory XV|Gregory XV]] is elected pope."
AD,1621,,,EVENTS,"The Swedish city of [[Gothenburg]] is founded by [[Gustav II Adolf]]"
AD,1621,,,BIRTHS,"[[Andrew Marvell]], English poet."
AD,1621,,,DEATHS,"[[Pope Paul V|Paul V]], pope."
AD,1621,,,DEATHS,"[[Cristofano Allori]], Italian painter."
AD,1622,,,EVENTS,"[[Etienne Brule|Etienne Brulé]] is the first European to see [[Lake Superior]]."
AD,1622,,,EVENTS,"[[Portugal]] loses control of the island of Ormuz, after 107 years."
AD,1622,,,EVENTS,"[[Albertus Magnus]] beatified by the [[Roman Catholic Church]]."
AD,1622,1,15,BIRTHS,"[[Moliere|Molière]], French playwright."
AD,1622,2,11,DEATHS,"[[Alfonso Fontanelli]], composer."
AD,1622,5,20,DEATHS,"[[Osman II]], sultan of [[Turkey]]"
AD,1622,,,DEATHS,"[[Melchior Adam]], German divine and biographer."
AD,1623,8,6,EVENTS,"[[Pope Urban VIII]] is elected to the papacy."
AD,1623,,,EVENTS,"Change of [[Ottoman Emperor|emperor]] of the [[Ottoman Empire]] from [[Mustafa I]] ([[1617]]-[[1623]]) to [[Osman II]] ([[1618]]-[[1622]]) "
AD,1623,,,EVENTS,"Change of [[Ottoman Emperor|emperor]] of the [[Ottoman Empire]] from [[Osman II]] ([[1618]]-[[1622]]) to [[Murat IV]] ([[1623]]-[[1640]]) "
AD,1623,,,EVENTS,"[[Wilhelm Schickard]] invents his &quot;Calculating Clock&quot;, and early mechanical calculator."
AD,1623,,,EVENTS,"[[Procopius]]'s long-lost ''Secret History'' is rediscovered in the [[Vatican Library]]."
AD,1623,,,EVENTS,"[[Saint Kitts and Nevis]] colonized by [[England]]."
AD,1623,6,19,BIRTHS,"[[Blaise Pascal]], a [[French]] [[mathematician]], [[physicist]] and [[religion|religious]] [[philosopher]]."
AD,1623,7,18,DEATHS,"[[Pope Gregory XV|Pope Gregory XV]], pope."
AD,1623,,,DEATHS,"[[Andrea Andreani]], Italian engraver."
AD,1624,,,EVENTS,"[[The Netherlands]] establish a trading colony on [[Taiwan]]."
AD,1624,,,EVENTS,"[[Oslo]] is destroyed by fire. When rebuilt by [[Christian IV]], it would be renamed Christiania."
AD,1624,,,EVENTS,"[[Claudio Monteverdi]] publishes ''Tancredi e Clorinda''."
AD,1625,,,EVENTS,"[[Charles I]] comes to the English and Scottish thrones."
AD,1625,,,EVENTS,"The English [[Parliament]] refuses to vote [[Charles I]] the right to collect customs duties for his entire reign, restricting him to one year instead."
AD,1625,,,EVENTS,"[[William Oughted]] invents the [[slide rule]]."
AD,1625,,,DEATHS,"[[James I]], king of England, Scotland, and Ireland."
AD,1626,,,EVENTS,"[[Spain|Spanish]] establish a trading colony on [[Taiwan]]."
AD,1626,,,EVENTS,"[[Netherlands|Dutch]] traders purchase [[Manhattan]] from the Canarsee Indians."
AD,1626,,,EVENTS,"Work begins on building the sailing ship ''[[Vasa]]''."
AD,1626,,,EVENTS,"The Duchy of [[Urbino]] is incorporated into the [[Papal States]]."
AD,1626,,,EVENTS,"The English [[Parliament]] impeach [[George Villiers]], favorite of [[Charles I]]."
AD,1626,,,EVENTS,"Charles I dissolves Parliament."
AD,1626,12,8,BIRTHS,"[[Christina]], future queen of [[Sweden]]."
AD,1626,,,DEATHS,"[[Francis Bacon]], English scientist and statesman"
AD,1627,,,EVENTS,"A [[Netherlands|Dutch]] ship makes the first recorded sighting of the coast of [[South Australia]]."
AD,1627,,,EVENTS,"The [[aurochs]] is hunted to extinction, the last being killed by poachers in [[Poland]]."
AD,1627,,,EVENTS,"[[England]] places the first European settlers on [[Barbados]]."
AD,1627,,,BIRTHS,"[[John Ray]], biologist."
AD,1628,8,10,EVENTS,"The sailing ship ''[[Vasa]]'' sinks on her maiden voyage."
AD,1628,,,EVENTS,"[[Charles I]] reconvenes the English [[Parliament]] and accepts the [[Petition of Right]] as a concession to gain his subsidies."
AD,1629,6,4,EVENTS,"The [[VOC ship Batavia]] runs aground west of Australia."
AD,1629,,,EVENTS,"[[Charles I]] once again adjourns the English [[Parliament]]."
AD,1629,3,9,BIRTHS,"[[Alexius Mikhailovich]], future Czar of [[Russia]]."
AD,1629,,,DEATHS,"[[Abbas I]], Shah of [[Persia]] (possibly deceased in [[1628]])."
AD,1630,,,EVENTS,"The city of [[Boston]], [[Massachusetts]] is founded."
AD,1630,,,EVENTS,"[[Sweden]], led by [[Gustav II Adolf]], intervenes in the [[Thirty Years War]]."
AD,1630,,,EVENTS,"[[Johann Heinrich Alsted]]'s ''Encyclopaedia'' is published."
AD,1630,,,EVENTS,"The first account of the [[Childes Tomb]] story is published."
AD,1630,,,BIRTHS,"[[Charles II]], future king of [[England]], [[Scotland]], and [[Ireland]]."
AD,1630,,,DEATHS,"[[Johannes Kepler]], German astronomer"
AD,1631,,,EVENTS,"[[Moses Amyraut]]'s ''Traite des Religions'' is published."
AD,1631,,,EVENTS,"[[Algiers|Algerine]] pirates sack [[Baltimore, Ireland]]"
AD,1631,,,DEATHS,"[[John Donne]], English poet and writer."
AD,1631,,,DEATHS,"[[Isaac du Ryer]], French poet (date approximate)."
AD,1632,11,16,EVENTS,"[[Battle of Lutzen|Battle of Lützen]]"
AD,1632,,,EVENTS,"[[Christina]] becomes queen of [[Sweden]]"
AD,1632,,,EVENTS,"[[Antigua and Barbuda]] is first colonized by [[England]]."
AD,1632,11,24,BIRTHS,"[[Baruch Spinoza]], Dutch philosopher"
AD,1632,11,16,DEATHS,"[[Gustav II Adolf]], King of Sweden, also known as Gustavus Adolphus"
